gender,weight,height
Male,71.879,211.041
Male,71.766,200.801
Male,71.154,210.048
Male,66.094,175.649
Male,70.816,186.598
Male,71.302,206.165
Male,69.806,186.674
Male,65.522,175.571
Male,68.558,191.089
Male,72.267,211.464
Male,63.581,142.175
Male,71.045,205.843
Male,65.678,163.142
Male,65.207,151.876
Male,64.838,142.726
Male,69.965,186.452
Male,67.379,170.001
Male,63.231,164.502
Male,70.375,180.298
Male,71.609,193.07
Male,67.088,176.417
Male,63.974,160.064
Male,67.575,180.42
Male,65.193,185.348
Male,71.782,205.169
Male,72.1,206.224
Male,72.372,210.187
Male,73.099,215.709
Male,69.911,181.591
Male,64.561,161.89
Male,70.346,197.683
Male,68.539,179.571
Male,67.789,186.119
Male,72.629,192.329
Male,67.197,179.209
Male,75.947,237.568
Male,63.956,152.646
Male,69.013,196.323
Male,64.966,172.525
Male,72.055,202.335
Male,66.977,193.824
Male,70.28,186.922
Male,67.193,179.723
Male,65.903,167.617
Male,73.697,232.719
Male,67.975,171.725
Male,65.63,179.995
Male,65.824,163.586
Male,71.716,190.994
Male,73.504,205.473
Male,64.032,147.371
Male,68.28,199.603
Male,74.339,220.383
Male,69.812,206.286
Male,71.418,209.227
Male,73.292,228.559
Male,72.087,205.389
Male,63.915,167.842
Male,72.247,193.512
Male,70.597,188.451
Male,70.866,214.981
Male,71.958,198.404
Male,68.154,178.166
Male,68.93,189.583
Male,66.299,180.201
Male,65.274,149.935
Male,68.484,180.896
Male,65.642,170.101
Male,68.869,178.819
Male,68.459,181.363
Male,69.321,194.33
Male,70.464,203.258
Male,72.665,219.095
Male,69.34,181.905
Male,68.569,185.976
Male,71.618,201.679
Male,68.904,175.445
Male,72.665,188.395
Male,71.38,217.368
Male,70.281,211.579
Male,70.71,197.061
Male,68.521,186.719
Male,61.741,140.01
Male,68.772,187.551
Male,73.569,205.359
Male,66.56,179.217
Male,70.31,208.496
Male,72.564,211.766
Male,73.69,228.449
Male,68.142,170.8
Male,68.457,186.209
Male,73.839,229.34
Male,66.668,176.883
Male,74.401,240.942
Male,67.767,172.67
Male,64.069,155.345
Male,66.635,170.372
Male,69.38,194.75
Male,70.002,190.088
Male,74.595,227.117
Male,68.461,175.625
Male,69.582,187.029
Male,67.048,183.063
Male,71.223,194.941
Male,67.074,167.285
Male,73.12,208.578
Male,66.463,169.965
Male,67.786,164.336
Male,70.349,195.971
Male,71.126,205.636
Male,72.298,212.058
Male,68.955,193.828
Male,67.144,165.144
Male,69.967,189.839
Male,68.573,189.127
Male,68.093,169.937
Male,75.885,224.133
Male,71.992,211.019
Male,68.457,185.534
Male,72.467,208.295
Male,67.737,166.352
Male,70.035,174.325
Male,72.193,216.196
Male,69.593,187.863
Male,71.051,200.735
Male,70.81,181.564
Male,68.062,189.369
Male,73.391,203.513
Male,75.342,218.533
Male,72.253,205.234
Male,66.176,176.479
Male,61.678,156.445
Male,71.892,199.83
Male,62.477,148.914
Male,67.966,186.607
Male,69.693,201.481
Male,62.949,150.671
Male,71.359,197.473
Male,67.332,187.709
Male,67.78,192.2
Male,69.161,175.297
Male,68.863,201.796
Male,67.076,203.494
Male,67.303,187.347
Male,67.525,174.4
Male,68.568,179.796
Male,71.567,198.027
Male,73.229,210.546
Male,69.44,169.497
Male,71.623,220.337
Male,65.769,171.405
Male,72.745,208.382
Male,67.231,178.073
Male,70.878,192.35
Male,69.963,189.023
Male,65.872,178.217
Male,70.859,184.493
Male,71.595,197.887
Male,70.051,184.834
Male,67.5,175.88
Male,65.149,140.513
Male,69.023,187.569
Male,70.822,184.448
Male,70.859,190.799
Male,68.054,177.032
Male,69.837,186.284
Male,63.492,160.49
Male,66.631,164.059
Male,70.885,191.888
Male,67.357,181.373
Male,70.441,225.798
Male,69.428,196.25
Male,68.845,187.028
Male,71.33,196.62
Male,75.283,219.113
Male,68.314,174.243
Male,66.779,158.716
Male,70.569,185.964
Male,66.991,159.762
Male,67.608,178.886
Male,72.778,201.185
Male,72.358,175.166
Male,70.64,189.81
Male,68.562,190.365
Male,68.138,192.57
Male,63.393,136.673
Male,63.671,161.579
Male,69.578,195.323
Male,69.102,194.581
Male,70.963,178.551
Male,70.36,196.138
Male,69.245,179.366
Male,68.932,187.627
Male,72.423,204.706
Male,68.434,194.607
Male,71.596,196.673
Male,72.97,200.511
Male,68.722,186.425
Male,70.597,200.373
Male,70.544,209.707
Male,61.136,125.827
Male,70.819,204.581
Male,67.838,192.369
Male,72.355,224.604
Male,70.088,198.702
Male,65.514,162.73
Male,69.368,187.333
Male,70.435,188.758
Male,69.163,200.606
Male,69.082,194.28
Male,65.625,188.319
Male,70.254,176.049
Male,74.262,218.508
Male,73.428,223.191
Male,68.953,180.482
Male,69.31,191.415
Male,71.97,210.494
Male,69.264,196.376
Male,69.322,206.078
Male,64.571,167.444
Male,69.606,187.532
Male,71.978,203.076
Male,71.383,205.546
Male,68.914,186.715
Male,70.647,207.556
Male,71.591,201.611
Male,71.861,202.907
Male,64.15,153.881
Male,68.083,162.51
Male,71.188,192.969
Male,68.26,186.305
Male,68.155,179.254
Male,66.27,159.009
Male,64.762,177.225
Male,64.594,161.636
Male,67.406,158.754
Male,72.118,184.684
Male,68.144,167.295
Male,69.552,186.902
Male,71.804,196.206
Male,68.072,172.706
Male,68.503,205.891
Male,69.242,192.1
Male,62.807,139.311
Male,63.786,169.073
Male,71.459,189.176
Male,70.359,201.602
Male,70.439,194.096
Male,68.384,168.154
Male,70.949,185.972
Male,71.106,206.494
Male,70.135,186.108
Male,60.936,140.152
Male,71.702,199.946
Male,71.16,197.259
Male,71.127,207.575
Male,70.452,182.856
Male,72.363,216.057
Male,67.907,167.726
Male,67.725,180.052
Male,71.774,190.409
Male,72.797,196.504
Male,70.404,188.594
Male,73.143,217.238
Male,70.439,197.178
Male,68.522,176.707
Male,62.495,144.462
Male,69.326,218.907
Male,71.918,203.847
Male,72.063,205.942
Male,72.707,204.365
Male,67.895,178.327
Male,69.893,200.121
Male,68.319,173.777
Male,71.704,202.995
Male,65.54,145.914
Male,64.822,166.13
Male,68.69,200.307
Male,75.427,222.184
Male,70.594,217.644
Male,71.007,195.23
Male,67.363,178.174
Male,67.167,186.355
Male,72.588,204.343
Male,67.72,171.732
Male,71.774,200.13
Male,60.936,152.349
Male,68.275,181.454
Male,68.65,176.03
Male,67.838,185.734
Male,72.392,206.673
Male,69.357,187.401
Male,69.508,200.242
Male,66.97,180.637
Male,68.059,187.779
Male,73.848,205.479
Male,70.428,199.144
Male,68.361,187.923
Male,75.157,250.317
Male,66.119,184.131
Male,67.774,187.164
Male,60.267,132.948
Male,70.78,193.76
Male,65.119,165.839
Male,66.215,180.575
Male,69.017,191.814
Male,67.145,185.788
Male,69.476,209.178
Male,69.742,183.677
Male,68.305,203.231
Male,71.053,191.008
Male,67.963,190.965
Male,65.776,170.22
Male,70.546,195.179
Male,68.855,196.719
Male,67.616,165.956
Male,63.764,157.512
Male,69.717,201.471
Male,69.559,188.241
Male,70.009,184.062
Male,68.111,163.701
Male,72.093,207.13
Male,73.075,211.115
Male,73.904,206.641
Male,67.004,171.537
Male,65.739,166.623
Male,63.862,157.413
Male,67.783,189.91
Male,68.033,182.742
Male,66.528,164.725
Male,69.358,200.942
Male,65.877,174.301
Male,68.36,194.466
Male,75.537,212.009
Male,67.802,187.29
Male,67.864,175.603
Male,66.5,162.624
Male,64.951,162.9
Male,69.353,180.521
Male,67.943,185.01
Male,67.449,170.506
Male,69.64,190.251
Male,72.445,209.323
Male,67.46,182.629
Male,69.948,196.474
Male,71.679,215.875
Male,64.988,169.41
Male,60.217,146.957
Male,71.414,192.574
Male,68.915,202.738
Male,73.609,211.46
Male,68.69,180.933
Male,74.32,210.042
Male,67.352,174.63
Male,68.363,189.204
Male,69.684,188.152
Male,68.843,153.468
Male,66.55,179.097
Male,68.992,186.026
Male,67.319,178.078
Male,64.961,164.295
Male,71.364,212.595
Male,68.748,174.655
Male,69.915,196.43
Male,73.973,216.86
Male,69.068,183.582
Male,68.747,195.116
Male,67.972,166.312
Male,65.806,178.972
Male,64.58,156.917
Male,70.462,191.921
Male,71.331,198.423
Male,70.969,183.197
Male,65.24,158.62
Male,69.501,186.596
Male,70.192,198.141
Male,68.499,184.661
Male,69.192,166.253
Male,70.563,189.703
Male,69.426,199.34
Male,69.778,191.498
Male,67.471,181.553
Male,64.435,166.67
Male,66.9,192.016
Male,70.15,200.148
Male,66.687,170.712
Male,61.611,136.669
Male,68.163,194.178
Male,69.22,218.314
Male,70.066,195.857
Male,69.883,181.675
Male,69.034,180.804
Male,70.717,205.55
Male,69.083,183.406
Male,68.413,184.01
Male,70.102,191.996
Male,72.197,193.791
Male,71.637,200.713
Male,68.647,178.404
Male,66.378,163.784
Male,69.072,207.018
Male,68.859,185.54
Male,72.29,213.897
Male,65.49,172.467
Male,70.639,210.798
Male,71.959,209.784
Male,71.053,215.259
Male,69.78,191.959
Male,69.431,200.218
Male,72.311,199.751
Male,65.81,191.563
Male,65.915,167.723
Male,70.645,204.868
Male,65.234,167.373
Male,70.197,214.004
Male,64.068,147.197
Male,66.819,178.169
Male,74.112,240.852
Male,69.002,211.125
Male,69.997,196.508
Male,67.468,170.484
Male,74.447,213.701
Male,70.119,180.244
Male,68.786,179.938
Male,67.727,178.301
Male,70.84,201.391
Male,70.333,190.41
Male,69.477,191.764
Male,70.967,194.198
Male,64.144,159.634
Male,70.665,201.803
Male,69.492,185.684
Male,68.489,182.331
Male,66.934,177.603
Male,66.857,180.344
Male,69.861,183.814
Male,66.695,157.728
Male,70.567,205.281
Male,64.329,163.977
Male,64.991,144.551
Male,68.129,177.897
Male,71.955,207.693
Male,68.733,184.51
Male,70.962,188.731
Male,70.9,193.454
Male,71.834,208.693
Male,65.713,162.291
Male,68.491,193.459
Male,70.12,182.417
Male,66.867,166.398
Male,72.446,202.993
Male,70.894,194.687
Male,68.309,171.305
Male,71.595,201.261
Male,68.879,192.345
Male,69.353,194.451
Male,70.037,199.499
Male,68.671,186.13
Male,66.467,180.766
Male,70.3,213.473
Male,72.35,201.915
Male,70.38,189.717
Male,65.011,157.611
Male,68.156,177.004
Male,69.924,207.075
Male,73.433,208.871
Male,63.72,156.77
Male,62.259,129.292
Male,72.21,202.091
Male,74.244,222.247
Male,70.115,216.947
Male,72.201,201.878
Male,68.093,175.156
Male,68.041,186.058
Male,71.423,188.96
Male,72.873,219.026
Male,69.642,192.942
Male,67.684,188.223
Male,67.383,180.092
Male,63.419,150.857
Male,65.216,174.931
Male,69.466,192.979
Male,68.931,186.781
Male,69.217,188.09
Male,68.942,172.383
Male,67.453,195.154
Male,65.376,152.29
Male,69.639,174.158
Male,64.79,157.0
Male,68.863,192.028
Male,67.083,182.009
Male,67.039,167.913
Male,67.295,189.81
Male,70.549,194.211
Male,65.405,176.156
Male,67.11,159.311
Male,66.863,173.533
Male,71.955,205.564
Male,64.038,163.049
Male,61.626,147.867
Male,70.96,202.116
Male,66.912,166.902
Male,69.221,168.522
Male,67.375,188.772
Male,71.541,211.836
Male,71.891,203.895
Male,73.61,216.402
Male,64.096,161.81
Male,70.963,195.017
Male,70.28,203.465
Male,67.444,171.381
Male,69.473,187.121
Male,68.744,189.78
Male,70.901,200.466
Male,66.669,157.488
Male,67.789,173.643
Male,68.457,183.523
Male,69.51,193.223
Male,69.77,188.844
Male,66.487,176.009
Male,72.727,219.133
Male,71.49,189.99
Male,71.474,198.077
Male,64.639,165.071
Male,69.69,186.377
Male,70.005,187.717
Male,67.033,157.452
Male,69.885,185.729
Male,65.358,158.043
Male,64.445,138.093
Male,68.286,181.405
Male,69.936,177.382
Male,68.383,191.594
Male,67.511,182.897
Male,71.873,193.138
Male,72.039,181.29
Male,68.689,178.507
Male,68.689,187.323
Male,67.559,192.958
Male,69.516,189.425
Male,72.204,194.868
Male,71.306,196.973
Male,69.635,175.391
Male,69.206,196.269
Male,67.192,187.114
Male,72.17,199.04
Male,69.629,206.017
Male,67.901,184.207
Male,64.767,159.077
Male,69.027,180.703
Male,69.38,192.76
Male,63.012,162.691
Male,69.774,197.628
Male,70.229,195.146
Male,64.936,145.765
Male,76.269,247.387
Male,66.463,166.016
Male,68.412,179.428
Male,71.781,199.714
Male,67.383,198.551
Male,70.095,196.188
Male,72.721,206.397
Male,70.551,190.365
Male,64.484,164.646
Male,68.42,189.603
Male,67.397,179.573
Male,69.762,188.956
Male,66.812,179.537
Male,69.395,204.587
Male,70.42,190.84
Male,62.693,153.889
Male,71.202,210.17
Male,65.036,168.619
Male,69.576,206.6
Male,73.799,211.764
Male,68.088,177.373
Male,71.447,192.915
Male,68.038,178.113
Male,67.775,159.089
Male,68.179,170.541
Male,72.991,205.65
Male,69.907,183.281
Male,68.199,188.202
Male,68.785,192.408
Male,67.568,186.057
Male,70.825,184.517
Male,73.682,211.286
Male,62.951,145.694
Male,65.456,161.328
Male,72.736,211.17
Male,68.84,181.553
Male,67.467,162.476
Male,61.329,139.828
Male,73.358,212.256
Male,65.159,157.691
Male,71.982,220.757
Male,70.864,185.423
Male,67.619,181.905
Male,68.338,182.676
Male,70.348,211.491
Male,70.483,197.288
Male,67.784,182.622
Male,72.461,203.422
Male,70.432,193.238
Male,71.053,212.111
Male,69.623,186.354
Male,65.682,186.271
Male,70.428,174.046
Male,69.579,180.714
Male,68.085,183.329
Male,72.617,199.056
Male,70.957,196.56
Male,78.528,253.889
Male,66.776,156.881
Male,69.237,197.56
Male,67.724,176.269
Male,72.141,204.635
Male,67.8,177.786
Male,71.457,200.593
Male,66.046,170.237
Male,67.674,185.099
Male,66.734,171.524
Male,69.586,176.166
Male,65.121,156.377
Male,67.442,168.432
Male,69.816,203.223
Male,73.413,222.22
Male,66.223,163.571
Male,69.941,180.473
Male,71.839,189.033
Male,73.205,220.663
Male,73.847,228.275
Male,67.321,163.292
Male,71.524,194.088
Male,71.319,210.271
Male,68.194,181.028
Male,64.704,155.878
Male,74.843,213.335
Male,67.89,162.955
Male,69.356,185.917
Male,70.951,196.7
Male,69.198,191.542
Male,69.268,172.321
Male,68.824,190.764
Male,66.946,174.167
Male,69.921,194.725
Male,69.133,192.172
Male,71.843,196.506
Male,74.067,214.342
Male,66.678,174.742
Male,61.89,140.804
Male,67.25,166.595
Male,63.009,158.316
Male,72.076,202.85
Male,74.885,211.166
Male,70.66,185.755
Male,65.738,179.489
Male,72.762,200.507
Male,67.639,164.583
Male,60.721,123.628
Male,63.873,152.555
Male,63.775,160.628
Male,72.362,207.395
Male,70.406,200.842
Male,68.633,193.937
Male,66.405,168.289
Male,66.35,172.735
Male,70.355,182.688
Male,67.524,185.299
Male,69.559,196.481
Male,66.03,168.876
Male,68.508,183.595
Male,71.231,198.067
Male,67.88,177.249
Male,66.873,173.061
Male,65.952,185.928
Male,70.02,182.565
Male,68.296,171.917
Male,70.014,184.375
Male,69.171,173.848
Male,69.777,203.455
Male,68.088,170.125
Male,69.608,181.559
Male,69.755,180.168
Male,69.844,195.893
Male,71.304,192.847
Male,65.362,158.877
Male,67.329,189.216
Male,69.862,191.913
Male,68.768,187.845
Male,70.273,188.917
Male,68.169,200.006
Male,68.769,187.706
Male,65.505,161.745
Male,69.993,185.678
Male,72.318,211.761
Male,72.66,186.19
Male,69.114,184.338
Male,70.031,205.848
Male,67.656,178.916
Male,71.161,194.379
Male,65.078,177.715
Male,72.546,199.169
Male,65.925,148.386
Male,72.351,203.042
Male,63.53,156.789
Male,72.324,209.451
Male,68.466,192.533
Male,67.745,176.265
Male,67.297,166.808
Male,64.067,145.864
Male,69.53,187.534
Male,70.107,201.879
Male,66.775,161.559
Male,67.958,169.055
Male,66.717,183.716
Male,71.415,197.863
Male,71.405,211.173
Male,69.329,196.14
Male,70.976,199.81
Male,68.206,178.905
Male,68.793,170.524
Male,62.453,150.716
Male,65.543,168.3
Male,71.429,184.341
Male,69.09,198.411
Male,66.194,176.585
Male,71.147,205.765
Male,64.971,166.753
Male,68.146,197.477
Male,62.672,166.102
Male,64.526,156.541
Male,69.411,178.592
Male,66.167,187.308
Male,70.187,182.904
Male,70.982,183.743
Male,69.748,178.502
Male,68.991,195.421
Male,67.994,187.695
Male,69.126,190.692
Male,69.164,174.395
Male,67.902,173.916
Male,67.691,177.113
Male,72.43,189.179
Male,66.53,180.297
Male,67.393,185.557
Male,71.816,205.925
Male,65.562,172.808
Male,68.281,186.678
Male,73.649,223.29
Male,67.935,182.271
Male,67.43,188.437
Male,72.006,213.07
Male,70.397,199.985
Male,67.99,181.783
Male,71.583,193.085
Male,68.312,184.533
Male,69.591,197.363
Male,70.095,196.639
Male,69.71,184.056
Male,69.741,176.996
Male,65.427,189.943
Male,68.307,178.629
Male,67.178,172.47
Male,71.678,200.896
Male,67.392,174.659
Male,71.636,200.755
Male,69.717,181.943
Male,67.175,170.303
Male,70.436,186.809
Male,70.791,200.365
Male,68.232,167.93
Male,69.703,191.704
Male,70.692,184.69
Male,69.781,184.842
Male,67.956,166.553
Male,72.268,207.586
Male,75.441,230.987
Male,68.578,181.487
Male,71.675,193.442
Male,68.777,177.356
Male,69.841,190.271
Male,72.384,228.21
Male,70.315,192.968
Male,72.116,203.054
Male,64.704,173.585
Male,67.993,167.176
Male,67.415,164.868
Male,70.066,186.914
Male,68.429,184.253
Male,66.343,176.31
Male,73.006,193.086
Male,68.206,200.754
Male,67.173,181.886
Male,71.472,201.449
Male,70.014,179.774
Male,74.403,227.825
Male,71.454,210.692
Male,64.043,154.424
Male,65.56,163.012
Male,67.546,195.86
Male,64.218,152.757
Male,72.542,198.734
Male,67.497,167.475
Male,66.7,177.292
Male,69.385,198.517
Male,72.587,189.104
Male,70.289,195.918
Male,71.702,214.788
Male,71.33,205.815
Male,66.714,170.065
Male,73.412,218.756
Male,71.796,209.128
Male,68.832,172.269
Male,74.972,237.575
Male,63.276,164.554
Male,70.884,190.554
Male,69.14,181.756
Male,67.27,171.474
Male,69.894,190.101
Male,73.665,222.528
Male,65.529,184.428
Male,68.509,191.396
Male,69.297,185.649
Male,70.542,210.199
Male,73.913,202.43
Male,67.396,144.278
Male,72.739,187.223
Male,72.177,217.518
Male,68.995,182.898
Male,66.669,175.193
Male,70.882,181.989
Male,70.776,203.241
Male,70.071,188.263
Male,67.089,164.549
Male,66.068,153.057
Male,70.875,219.801
Male,70.996,185.895
Male,68.728,191.608
Male,69.76,196.731
Male,67.384,183.541
Male,67.196,176.951
Male,67.071,177.335
Male,71.292,187.965
Male,62.471,146.046
Male,69.542,182.816
Male,70.09,173.808
Male,71.155,194.383
Male,66.881,173.555
Male,64.981,151.45
Male,70.029,198.096
Male,66.146,202.13
Male,73.257,205.575
Male,69.202,185.258
Male,71.695,197.376
Male,67.709,168.92
Male,70.419,201.673
Male,73.526,202.311
Male,75.824,230.438
Male,71.37,214.284
Male,68.146,192.154
Male,67.116,180.825
Male,70.053,186.586
Male,65.419,171.936
Male,71.594,203.231
Male,71.687,203.562
Male,65.411,160.97
Male,69.762,187.117
Male,74.228,219.709
Male,65.858,174.763
Male,72.922,209.749
Male,70.365,206.58
Male,66.273,178.614
Male,66.089,166.507
Male,61.315,149.877
Male,73.976,214.203
Male,71.965,213.697
Male,74.134,204.367
Male,71.603,208.02
Male,69.13,206.839
Male,65.766,161.085
Male,71.887,200.299
Male,66.728,167.795
Male,67.283,184.117
Male,71.816,205.756
Male,64.785,173.901
Male,70.075,176.612
Male,63.234,159.168
Male,68.238,173.264
Male,68.98,195.122
Male,71.671,213.106
Male,69.259,184.654
Male,70.913,205.377
Male,66.286,191.279
Male,71.041,207.261
Male,66.228,169.25
Male,66.585,175.056
Male,64.874,164.093
Male,68.574,199.487
Male,68.939,178.209
Male,72.252,193.487
Male,72.119,210.907
Male,68.375,184.634
Male,70.254,208.064
Male,72.557,215.282
Male,70.606,197.855
Male,69.926,197.002
Male,69.692,190.146
Male,67.543,169.887
Male,66.445,163.293
Male,66.153,168.264
Male,71.802,190.354
Male,76.454,213.732
Male,63.631,158.686
Male,69.282,177.804
Male,72.854,210.499
Male,67.066,175.089
Male,69.143,186.857
Male,67.383,164.2
Male,68.989,186.036
Male,71.453,196.143
Male,67.175,174.357
Male,67.071,176.913
Male,74.149,224.935
Male,68.916,213.143
Male,69.971,195.237
Male,64.739,171.39
Male,63.526,154.124
Male,66.34,179.772
Male,68.994,199.782
Male,64.992,153.655
Male,69.714,185.131
Male,65.378,171.142
Male,65.22,161.72
Male,66.441,185.995
Male,72.55,224.747
Male,63.613,155.433
Male,68.371,185.537
Male,68.961,191.354
Male,68.94,171.91
Male,65.232,176.93
Male,71.622,194.419
Male,72.473,228.75
Male,69.567,175.449
Male,68.401,202.866
Male,67.905,176.632
Male,71.855,213.084
Male,69.513,177.202
Male,69.65,211.915
Male,70.89,195.773
Male,68.891,191.881
Male,68.929,167.416
Male,73.077,210.21
Male,70.183,213.676
Male,67.797,171.241
Male,69.924,211.74
Male,67.893,188.624
Male,67.29,187.001
Male,68.531,192.525
Male,68.268,193.465
Male,66.473,178.302
Male,71.568,177.924
Male,69.563,168.667
Male,68.055,182.214
Male,69.976,197.916
Male,66.823,189.236
Male,72.437,210.706
Male,69.176,196.605
Male,69.332,182.123
Male,69.944,172.899
Male,70.208,194.206
Male,74.605,227.699
Male,66.928,164.23
Male,70.348,190.818
Male,65.24,167.453
Male,66.469,185.693
Male,69.702,181.22
Male,72.216,212.12
Male,69.74,181.152
Male,72.146,191.874
Male,72.755,206.711
Male,72.791,198.337
Male,66.522,165.443
Male,67.446,174.379
Male,74.569,234.809
Male,70.123,186.759
Male,70.486,196.541
Male,73.375,224.355
Male,67.81,170.458
Male,66.373,167.964
Male,67.619,190.741
Male,62.558,132.263
Male,69.036,190.214
Male,67.753,172.64
Male,68.28,177.63
Male,72.346,213.13
Male,77.008,251.425
Male,67.495,188.957
Male,67.075,182.242
Male,71.82,217.394
Male,67.886,173.599
Male,65.217,166.094
Male,69.387,210.485
Male,70.209,198.642
Male,65.927,159.281
Male,66.194,176.02
Male,66.342,165.699
Male,69.757,181.155
Male,68.754,183.173
Male,67.018,164.894
Male,68.741,183.401
Male,66.966,166.433
Male,63.932,158.926
Male,70.064,197.178
Male,72.536,205.562
Male,71.434,199.438
Male,66.255,179.253
Male,68.124,182.797
Male,69.432,200.341
Male,67.93,174.334
Male,72.199,218.064
Male,71.471,202.839
Male,73.783,224.63
Male,70.402,175.673
Male,72.417,217.723
Male,69.238,178.337
Male,69.637,205.297
Male,65.539,158.703
Male,69.482,206.825
Male,67.882,203.455
Male,67.928,183.475
Male,67.505,166.389
Male,70.712,182.046
Male,68.917,170.658
Male,71.401,202.539
Male,67.024,187.77
Male,65.448,157.103
Male,70.478,192.793
Male,68.233,181.614
Male,71.174,209.216
Male,64.431,168.796
Male,65.741,173.876
Male,68.193,166.521
Male,70.284,183.79
Male,73.367,224.718
Male,73.696,218.416
Male,71.857,213.728
Male,73.847,208.358
Male,74.583,213.203
Male,70.053,194.974
Male,71.624,193.366
Male,68.924,186.493
Male,67.156,176.219
Male,70.506,214.269
Male,67.102,153.212
Male,68.061,168.52
Male,69.556,174.857
Male,67.305,173.106
Male,69.674,189.526
Male,67.372,187.194
Male,67.601,179.065
Male,68.487,181.501
Male,68.909,192.428
Male,71.415,196.5
Male,70.045,180.425
Male,71.712,211.579
Male,65.014,162.128
Male,69.157,193.179
Male,66.578,184.756
Male,64.59,163.654
Male,67.882,186.504
Male,69.854,201.867
Male,66.926,182.803
Male,68.983,183.246
Male,69.147,202.242
Male,66.312,168.374
Male,70.534,212.435
Male,70.577,198.183
Male,63.929,154.261
Male,70.557,184.379
Male,72.693,224.808
Male,72.443,200.858
Male,63.181,144.773
Male,66.954,172.935
Male,78.621,245.734
Male,68.554,194.285
Male,65.076,149.334
Male,72.042,206.981
Male,67.964,190.364
Male,71.352,207.892
Male,70.452,200.943
Male,73.686,220.712
Male,63.767,159.294
Male,66.753,181.923
Male,70.352,185.865
Male,71.942,198.673
Male,72.411,210.364
Male,67.788,180.078
Male,70.579,192.503
Male,71.462,201.903
Male,67.904,177.353
Male,74.992,227.01
Male,67.865,202.441
Male,67.457,167.554
Male,73.249,217.427
Male,64.2,174.874
Male,73.042,212.349
Male,68.74,199.843
Male,70.496,203.907
Male,69.158,155.324
Male,70.266,192.689
Male,69.81,199.682
Male,71.177,205.619
Male,65.458,173.816
Male,67.032,188.156
Male,70.204,199.704
Male,69.122,192.374
Male,64.248,153.12
Male,71.124,196.278
Male,63.617,168.945
Male,69.434,214.588
Male,68.951,177.023
Male,69.369,182.093
Male,68.913,177.236
Male,68.232,176.583
Male,73.363,202.236
Male,70.019,201.213
Male,74.309,210.268
Male,72.199,218.293
Male,69.007,185.879
Male,71.968,207.853
Male,69.417,195.306
Male,62.96,154.435
Male,63.175,139.902
Male,67.746,197.923
Male,73.037,211.721
Male,66.383,183.239
Male,66.801,182.775
Male,65.976,177.34
Male,67.546,159.558
Male,64.073,156.798
Male,68.982,164.721
Male,67.997,177.62
Male,76.72,236.147
Male,70.967,197.236
Male,70.304,196.191
Male,69.87,200.367
Male,73.744,215.163
Male,72.031,208.696
Male,66.115,186.848
Male,66.776,178.62
Male,71.449,210.204
Male,66.637,155.764
Male,71.853,203.62
Male,73.615,207.679
Male,68.893,201.868
Male,72.758,211.75
Male,74.196,225.328
Male,72.497,175.172
Male,69.752,184.159
Male,62.203,142.253
Male,66.862,171.733
Male,66.43,191.946
Male,70.411,178.576
Male,69.913,188.354
Male,70.788,206.587
Male,70.183,201.379
Male,71.308,202.485
Male,64.854,160.239
Male,62.753,148.102
Male,67.619,175.437
Male,72.934,224.305
Male,68.677,182.184
Male,65.213,158.852
Male,63.829,148.917
Male,72.107,204.038
Male,70.255,213.903
Male,70.455,190.825
Male,73.1,213.432
Male,69.234,193.071
Male,69.909,198.999
Male,71.018,203.861
Male,70.93,205.696
Male,70.323,183.822
Male,69.496,203.354
Male,69.079,204.245
Male,75.038,224.304
Male,69.959,188.787
Male,72.436,207.638
Male,71.694,206.941
Male,72.657,191.929
Male,71.182,204.657
Male,68.964,192.858
Male,67.342,197.532
Male,71.793,199.899
Male,69.048,187.468
Male,66.325,166.616
Male,69.666,182.387
Male,65.741,159.957
Male,63.954,155.993
Male,65.642,156.288
Male,69.054,171.776
Male,66.424,167.393
Male,69.322,208.985
Male,67.997,185.124
Male,68.915,172.93
Male,71.656,202.531
Male,64.768,169.899
Male,71.356,203.376
Male,67.553,175.659
Male,65.347,162.688
Male,66.075,178.332
Male,63.947,149.33
Male,69.231,173.83
Male,73.885,209.627
Male,70.248,190.883
Male,64.118,147.4
Male,67.022,191.875
Male,69.675,194.456
Male,69.295,198.956
Male,67.698,179.287
Male,64.619,169.021
Male,63.978,142.344
Male,71.23,212.753
Male,71.639,196.42
Male,67.032,171.733
Male,62.643,140.042
Male,70.648,201.266
Male,66.888,174.087
Male,76.239,229.295
Male,71.827,212.868
Male,69.068,194.822
Male,71.301,224.358
Male,71.59,210.046
Male,68.133,191.588
Male,69.842,174.213
Male,77.067,249.11
Male,67.282,182.27
Male,66.796,161.586
Male,66.149,170.794
Male,68.186,171.528
Male,71.846,192.39
Male,67.624,178.233
Male,68.656,188.59
Male,65.606,190.005
Male,76.537,243.267
Male,70.44,214.173
Male,61.514,136.472
Male,69.504,198.722
Male,63.821,155.187
Male,67.192,175.591
Male,69.103,192.434
Male,69.169,186.306
Male,67.152,183.69
Male,67.819,189.72
Male,68.916,183.109
Male,66.117,146.19
Male,67.459,182.959
Male,68.332,204.681
Male,67.73,175.954
Male,71.782,196.522
Male,67.227,182.546
Male,68.803,184.766
Male,69.524,184.11
Male,68.482,178.547
Male,70.562,181.186
Male,69.569,199.829
Male,64.718,167.112
Male,69.827,206.592
Male,70.786,198.937
Male,68.23,189.842
Male,67.03,183.25
